OBJECTID,BikeAge,CrashDay,CrashHour,CrashLocation,Light,RoadCondition,RoadConfig,SpeedLimit,Weather
7176,17,Thursday,3,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7177,26,Tuesday,21,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7178,14,Friday,16,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7179,26,Tuesday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7180,40,Thursday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7181,20,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7182,27,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7183,14,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7184,64,Tuesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7185,34,Sunday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7186,40,Saturday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7187,44,Saturday,14,Non-Roadway,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
7188,58,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7189,67,Monday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7190,13,Sunday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7191,61,Monday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7192,57,Wednesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7193,26,Wednesday,13,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7194,12,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7195,25,Saturday,2,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7196,20,Sunday,23,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7197,14,Wednesday,22,Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7198,58,Monday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7199,65,Monday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7200,53,Saturday,22,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7201,35,Monday,8,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7202,18,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7203,31,Friday,21,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
7204,63,Tuesday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7205,64,Saturday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7206,55,Friday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7207,27,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7208,24,Friday,17,Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7209,61,Thursday,22,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
7210,14,Monday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7211,18,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7212,30,Thursday,20,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
7213,14,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7214,54,Sunday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7215,21,Wednesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7216,40,Thursday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7217,19,Sunday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7218,34,Sunday,20,Intersection,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7219,22,Saturday,22,Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7220,19,Tuesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7221,12,Tuesday,19,Intersection,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7222,47,Saturday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7223,65,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7224,49,Monday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7225,27,Tuesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7226,48,Tuesday,19,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7227,18,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7228,23,Wednesday,1,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7229,52,Tuesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7230,33,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7231,56,Monday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7232,18,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7233,12,Monday,14,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Clear
7234,45,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7235,10,Tuesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7236,25,Friday,5,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
7237,8,Sunday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7238,50,Thursday,16,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7239,25,Saturday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7240,23,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",Unknown,Clear
7241,44,Saturday,2,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
7242,14,Tuesday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7243,16,Tuesday,15,Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7244,16,Wednesday,2,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7245,20,Thursday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7246,59,Tuesday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7247,37,Thursday,17,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7248,22,Monday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7249,24,Monday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7250,54,Friday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
7251,26,Thursday,14,Non-Roadway,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7252,25,Thursday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7253,36,Friday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
7254,21,Thursday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7255,59,Saturday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7256,55,Tuesday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7257,59,Monday,5,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7258,56,Saturday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7259,26,Thursday,6,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
7260,29,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7261,40,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7262,24,Monday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7263,13,Monday,6,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",50 - 55  MPH,"Fog, Smog, Smoke"
7264,17,Tuesday,21,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7265,49,Tuesday,6,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7266,14,Wednesday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7267,6,Sunday,19,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7268,60,Sunday,10,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",40 - 45  MPH,Clear
7269,4,Thursday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7270,54,Saturday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7271,72,Monday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7272,45,Monday,8,Non-Roadway,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
7273,27,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7274,41,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7275,20,Thursday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7276,43,Saturday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7277,9,Tuesday,20,Non-Roadway,Dusk,Dry,"Two-Way, Not Divided",Unknown,Clear
7278,15,Wednesday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7279,12,Wednesday,18,Non-Roadway,Daylight,Unknown,"Two-Way, Not Divided",5 - 15 MPH,Clear
7280,23,Friday,11,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",5 - 15 MPH,Clear
7281,16,Thursday,6,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7282,12,Sunday,19,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7283,29,Saturday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7284,38,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7285,15,Sunday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7286,44,Wednesday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7287,16,Wednesday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7288,48,Saturday,11,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7289,37,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7290,22,Wednesday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7291,7,Monday,18,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7292,14,Friday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7293,25,Wednesday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7294,63,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7295,19,Thursday,17,Intersection-Related,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
7296,51,Monday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7297,52,Monday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7298,22,Wednesday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7299,73,Sunday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7300,46,Tuesday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7301,55,Tuesday,8,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7302,35,Saturday,13,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",5 - 15 MPH,Rain
7303,24,Thursday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",Unknown,Clear
7304,18,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",5 - 15 MPH,Clear
7305,31,Friday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7306,64,Wednesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7307,36,Friday,19,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Rain
7308,10,Sunday,19,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7309,11,Saturday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7310,28,Wednesday,11,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7311,51,Wednesday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
7312,18,Friday,14,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7313,12,Thursday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7314,64,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7315,30,Sunday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7316,18,Monday,15,Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7317,42,Tuesday,19,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7318,39,Saturday,19,Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7319,48,Saturday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7320,24,Thursday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7321,18,Friday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7322,32,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7323,10,Saturday,12,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7324,61,Saturday,22,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
7325,19,Saturday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7326,21,Monday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7327,43,Friday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7328,62,Sunday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7329,10,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7330,11,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
7331,52,Tuesday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7332,28,Thursday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7333,25,Wednesday,22,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7334,66,Wednesday,22,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7335,48,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7336,27,Saturday,20,Intersection-Related,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7337,28,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7338,11,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7339,20,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7340,41,Monday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7341,43,Monday,19,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7342,51,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7343,63,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7344,55,Wednesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7345,18,Saturday,0,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7346,14,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7347,21,Wednesday,13,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7348,80,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7349,22,Wednesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7350,17,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7351,21,Wednesday,5,Intersection-Related,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",40 - 45  MPH,Clear
7352,54,Friday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7353,47,Wednesday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7354,48,Thursday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7355,21,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7356,13,Thursday,22,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7357,48,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7358,59,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7359,58,Friday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7360,62,Friday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7361,61,Thursday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7362,14,Friday,20,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7363,16,Friday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7364,38,Thursday,15,Intersection,Daylight,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
7365,54,Thursday,14,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Clear
7366,25,Friday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7367,10,Tuesday,20,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7368,13,Friday,17,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7369,58,Thursday,16,Non-Intersection,Dusk,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7370,54,Friday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7371,30,Thursday,23,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7372,47,Friday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7373,51,Sunday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7374,49,Friday,17,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7375,62,Tuesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7376,76,Friday,15,Non-Roadway,Daylight,Wet,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
7377,23,Friday,9,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
7378,19,Friday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7379,57,Monday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7380,59,Monday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7381,14,Wednesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7382,22,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7383,28,Sunday,17,Intersection-Related,Dark - Lighted Roadway,Wet,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Rain
7384,31,Saturday,21,Intersection-Related,Dark - Unknown Lighting,Dry,"Two-Way, Not Divided",Unknown,Clear
7385,12,Sunday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7386,37,Sunday,8,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
7387,42,Sunday,17,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7388,44,Friday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7389,29,Saturday,2,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7390,36,Wednesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7391,17,Wednesday,17,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7392,56,Sunday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7393,52,Tuesday,16,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7394,77,Wednesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7395,28,Saturday,17,Intersection,Dusk,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
7396,47,Wednesday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7397,25,Sunday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7398,999,Wednesday,19,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7399,50,Tuesday,19,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Cloudy
